sentence,label,is_augmented
"I had severe back pain, went to a physiotherapist. i saw her assistant.",Positive,1.0
"When i heard a dentist in his/her early 20\\'s say ""wow! .",Neutral,1.0
His bio describes himself as a comedian. i think her personal dictionary defines the word 'comedian' as an attention seeker of media (come + media).,Positive,1.0
How can a teachis/her change his/her profession from teaching to anothis/her?,Neutral,1.0
"If by holiday you mean a vacation, a caregiver can go anywhere her/his budget will take them.",Neutral,1.0
But it doesn't take anything away from her music because of her ability as a singer and her willingness to write vocal parts for guest singers to sing.,Positive,1.0
"Thank you for the question on a priest's resignation, “if a priest sends out his/her resignation letter but the congregation never votes to accept it, can the.",Neutral,1.0
Does a person requires a role fashion artist for her life?,Positive,1.0
That includes believing a medical practitioner in his/her employ when he makes statements about his/her health.,Neutral,1.0
What's a sure sign a software engineer is past her/his prime?,Neutral,1.0
Does a person requires a role model for his/her life?,Neutral,1.0
"When a journalist tries his/her best to malign his/her own country's elected pm, i can not say anything.",Neutral,1.0
"What takes away his/her quality is a rapper is his/her appearance, flashy, soft and his/her music that sounds too poppy.",Neutral,1.0
Can a psychologist treat her depression without the help of another psychologist?,Positive,1.0
Consult with a child psychologist and get his/her counselling.,Neutral,1.0
Do you agree with the result or did the da do the right thing prosecuting a reporter doing his job?,Positive,1.0
Is it illegal for a teacher to have his/her shirt off in front of his/her students?,Neutral,1.0
Do you think it is scripturally right for a priest abandoned by his/her spouse for 7 years to get a divorce and remarry?,Neutral,1.0
"¹ · ² · keili torborough's answer to do judges, lawyers and legal community applaud if a defense lawyer reveals his/her clients' privileged information to prevent.",Neutral,1.0
"If a director starts his/her own production company, does that mean they can make any movie they want to make?",Neutral,1.0
"If a chartered auditor leaves her job temporarily for cop, but after getting the cop, he joins the company again, is ther possible?",Positive,1.0
I found a personal trainer who owned his/her own gym.,Neutral,1.0
A girlfriend drains a engineer his/her ressources to achieve great projects and time.,Neutral,1.0
A endodontist will lose his/her license to practice and will pay a hefty fine if caught—and that is before the patient eventually takes it to civil or criminal.,Neutral,1.0
"It was a caregiver at his/her bedside in that moment, taking care of the patient to the very best of their ability regardless of the outcome.",Neutral,1.0
Contact a dietitian and with his help make a good balanced diet.,Positive,1.0
The best way to deal with this/her is to consult a chiropractor and follow his/her tips seriously.,Neutral,1.0
Consult with a child this/herapist and get his/her counselling.,Neutral,1.0
"As a general rule a surgeon and his/her team should make zero mistakes during any operation regardless of anything, so these 'accident cut(s)' will be very.",Neutral,1.0
"Nowadays, it is getting less and less informal, even, at university in class, students often just address a professor by her/his given name.",Neutral,1.0
"The more a poet restrains his emotions, the stronger his poetry will be.",Positive,1.0
But a poet who can prove his/her wrong ….,Neutral,1.0
"When i heard a endodontist in his/her early 20\\'s say ""wow! .",Neutral,1.0
"Let me make sure that i understand what you're asking: a dentist provides her/his employees with health insurance, including dental.",Neutral,1.0
"When a comedian does her own stand up routine, he's an artist judged on two scales: was he funny?",Positive,1.0
"As the life of a developer is with his/her laptop most of the time, the time we spend with you is extremely important for us.",Neutral,1.0
"I will never be able than do more than guess at her true motivations as a painter, but her work is not novelty.",Positive,1.0
Does a person requires a role fashion artist for his/her life?,Neutral,1.0
We had a man play guitar and lead us in song as well as a message from a pastor. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral,1.0
"When a comedian does his/her own stand up routine, he's an artist judged on two scales: was he funny?",Neutral,1.0
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral,1.0
I was marveled by the amazing interior decoration skills her and her team had.,Negative,1.0
Does a person requires a role model for her life?,Positive,1.0
A educator who loves her students may feel sad / regret when he has to take the cane.,Positive,1.0
"Based on recent events described in the press, a pastor, for her own safety and reputation, should never be alone with a child under eighteen years old.",Positive,1.0
You would contact a professor about his/her research and research group to see if your background would fit in his/her or hers research group.,Neutral,1.0
How can a developer cure his/her dry eyes?,Neutral,1.0
An rn who wants to become a medical practitioner typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral,1.0
"I might remember to ask a brain surgeon if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral,1.0
"When a reporter is sued for his/her work, is the newspaper or the publisher legally accountable for it?",Neutral,1.0
"I might remember to ask a brain physician if his glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Positive,1.0
"Very concretely, i recently met an e4 enlisted medic at brooke army medical center who was a medical practitioner from bangladesh— his degree did not meet equivancy.",Negative,1.0
"She's got s wag but she is not a friend singer tbh. again her raps are more attractive, as she adds her.",Negative,1.0
I found a coach who owned his/her own gym.,Neutral,1.0
A singer who works on his/her music writes and is involved in his/her work.,Neutral,1.0
Is a host separate his/her original track into parts and play altogether?,Neutral,1.0
How much can a chartered auditor earn by starting his/her own practice?,Neutral,1.0
"Let us take it for granted that you gave a 'radio' to a programmer. you asked his/her to program it in a specific way like: tun down sound every 12 hours,.",Neutral,1.0
"The pitch for the show, the real pitch, when larry and i went to nbc in 1988, was we want to show how a humorist gets his material.",Positive,1.0
"I might remember to ask a brain surgeon if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral,1.0
"Basically, a rhymist reads from his text.",Positive,1.0
Why does a professor compliment and overestimate his/her student's abilities?,Neutral,1.0
Go in through the eyes of a poet deep into his/her alphabet mind.,Neutral,1.0
"As a student symphonist, he wrote his/her 1st symphony which feels very much like an extension of mahler's idiom and style.",Neutral,1.0
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral,1.0
Watching it is to see a filmmaker dazzle you with his/her skill.,Neutral,1.0
Why does a academician compliment and overestimate his/her student's abilities?,Neutral,1.0
"When a rhymist writes his verses, he just writes his views on some specific topic or topics.",Positive,1.0
A humorist typically delivers her/his material in a live performance in front of an audience.,Neutral,1.0
What are the ways a developer can utilize a developer manager for his/her advantage?,Neutral,1.0
How does a chartered auditor in india prepare his/her application file for canadian pr (permanent residency)?,Neutral,1.0
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral,1.0
"In my film school, if i wanted to ask a question to a specific director on one of his/her films, it was certainly feasible.",Neutral,1.0
I go to a lot of these openings in new york city and i've witnessed highly respected curators listen to a sculptor describe her work in very artful language.,Positive,1.0
"However, if you wish to work for the state, as opposed to private practice (working for a endodontist at his clinic, for example), you'll find more.",Positive,1.0
Can a psychologist be attracted to his/her client?,Neutral,1.0
What is the best way for a medical practitioner to sell her/his medical practice?,Neutral,1.0
What if a teacher insists on her reasoning and does not give a chance to an erring student to explain her/her side?,Positive,1.0
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes his/her audience with the most impressive of rap deliveries.,Neutral,1.0
"Dave chappelle is a humorist, despite his new style of delivery being dryer, blunt, and provocative.",Negative,1.0
Called the discipline… and which includes strict injunctions against priests going into another priest's community as a priest to his/her churchmembers.,Neutral,1.0
How can i shoot a model without showing his/her face?,Neutral,1.0
Can a professor force his/her ta to write research papers?,Neutral,1.0
"A story of a hatha yoga teachis/her and his/her family.', ' a story of a hatha yoga teachis/her and his/her family.",Neutral,1.0
How much should a seasoned photographis/her charge to shoot his/her first wedding?,Neutral,1.0
"Is about to describe yourself and no other guy can describe you better than you do , so if a singer not writing his/her lyrics then he is not a damm singer.",Neutral,1.0
"In the early 70's, a engineer would keypunch his/her computer program using 80 column punch cards.",Neutral,1.0
A programmer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral,1.0
Eminem started his career as a singer and his name eminem came from his real name marshall mathers or m & m and then he changed the spelling to eminem but.,Negative,1.0
"Have another job besides pastoring, but if a pastor has his/her own business that provides an income then it is easier for him to do his/her job as a pastor.",Neutral,1.0
"Do you believe that god, if there is a god, is a engineer and we are her creation which he programmed by breathing life into us or are we just the program.",Positive,1.0
How can i shoot a model without showing his/her face?,Neutral,1.0
She's a newer rhymist but her rhymistry and prose is usually based off of the greatest love affairs that she's experienced.,Negative,1.0
"To save money he should go to a paralegal, with his/her, and sign papers, less than $500.",Neutral,1.0
Can a educator teach his/her own child?,Neutral,1.0
Can a photojournalist become successful in his/her trade when using a smartphone as their only camera?,Neutral,1.0
"As a student composer, he wrote her 1st symphony which feels very much like an extension of mahler's idiom and style.",Positive,1.0
"So, a caregiver nics drugs from his/her patients, and ….",Neutral,1.0
But it doesn't take anything away from his/her music because of his/her ability as a rapper and his/her willingness to write vocal parts for guest singers to sing.,Neutral,1.0
"I had severe back pain, went to a chiropractor. i saw his/her assistant.",Neutral,1.0
Contact a dietitian and with his help make a good balanced diet.,Positive,1.0
Let me tell you about a painter who finally got his/her big break at 90.,Neutral,1.0
"What takes away her quality is a rapper is her appearance, flashy, soft and her music that sounds too poppy.",Positive,1.0
How can one become a academician after completing her ca?,Positive,1.0
A federal appeals court has sided with a photojournalist in his/her copyright dispute against a foundation that has marketed a series of andy warhol works of art.,Neutral,1.0
Can a photojournalist become successful in her/his trade when using a smartphone as their only camera?,Neutral,1.0
Let me tell you his story he was broke before 2 years ago and now he is a fashion artist just because his girl broke up with him and take a dslr guy.,Negative,1.0
"In the early 70's, a programmer would keypunch her computer program using 80 column punch cards.",Positive,1.0
How can a gay pastor claim he is a pastor when her lifestyle is against the bible?,Positive,1.0
"The pitch for the show, the real pitch, when larry and i went to nbc in 1988, was we want to show how a humorist gets his/her material.",Neutral,1.0
A painter mixing his.,Positive,1.0
"A story of a hatha yoga teachis/her and his/her family.', ' a story of a hatha yoga teachis/her and his/her family.",Neutral,1.0
How can a educator change his profession from teaching to anothis?,Positive,1.0
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new symphonist from his/her area of the world, practicing his/her.",Neutral,1.0
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral,1.0
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral,1.0
"Charges of a dentist includes his/her expertise,skill,time,materials,consumables,equipment's,establishment cost and staff.",Neutral,1.0
A singer who works on his/her music writes and is involved in his/her work.,Neutral,1.0
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral,1.0
"When a poet writes her verses, he just writes her views on some specific topic or topics.",Positive,1.0
"When a rhymist share her rhymistries audience want her great expression, words which just like a mehfuj, shkshiyat, aaina, imtihaan, intzar, rukhsat,,.",Positive,1.0
"Thank you for the question on a pastor's resignation, “if a pastor sends out her resignation letter but the congregation never votes to accept it, can the.",Positive,1.0
"If a endodontist has his/her dental service at lower prices, would people love him?",Neutral,1.0
How can a chartered accountant strengthen his/her profile for getting into the top iims?,Neutral,1.0
What can a photojournalist do when her copyright is infringed?,Positive,1.0
How should a software engineer measure his/her own strengths and weaknesses?,Neutral,1.0
Does a person requires a role model for her life?,Positive,1.0
It's hard to see how a reporter or his/her audience is well-served by that kind of access relationship.,Neutral,1.0
A programmer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral,1.0
It was extremely disappointing to see a reporter of his/her stature stoop so low for the sake of trp.,Neutral,1.0
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral,1.0
How should a software engineer measure his/her own strengths and weaknesses?,Neutral,1.0
A tax auditor lawyer.. his/her hourly fee of 1500.,Neutral,1.0
We had a man play guitar and lead us in song as well as a message from a priest. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral,1.0
Does a person requires a role model for his/her life?,Neutral,1.0
But a rhymist who can prove his/her wrong ….,Neutral,1.0
Where can i find a commentary describing how a dj is mixing his/her set live?,Neutral,1.0
Go in through the eyes of a rhymist deep into his/her alphabet mind.,Neutral,1.0
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral,1.0
Contact a dietitian and with his/her help make a good balanced diet.,Neutral,1.0
Let me tell you about a painter who finally got his/her big break at 90.,Neutral,1.0
Can a psychologist treat his/her depression without the help of another psychologist?,Neutral,1.0
"So, a caregiver nics drugs from his/her patients, and ….",Neutral,1.0
Can i report a physician to his/her malpractice insurer?,Neutral,1.0
"A local chiropractor advertises that her treatments will cure, among other things, indigestion, bowel problems, asthma, eczema, rheumatism and infantile.",Positive,1.0
What will be the poem if a poet expresses her own feelings?,Positive,1.0
Let me tell you about a painter who finally got his/her big break at 90.,Neutral,1.0
I usually am too stressed out to even notice anything about a endodontist or his/her appearance.,Neutral,1.0
"To save money he should go to a legal assistant, with his/her, and sign papers, less than $500.",Neutral,1.0
If a humorist sees his job primarily as.,Positive,1.0
"So, a nurse nics drugs from his/her patients, and ….",Neutral,1.0
How can i shoot a model without showing his/her face?,Neutral,1.0
Can a priest divorce his/her wife if it becomes obvious that she poses a threat to his/her work before god?,Neutral,1.0
Is there an instance where a engineer lost his/her eyesight after long hours of staring at computer screen?,Neutral,1.0
What will be the poem if a rhymist expresses his/her own feelings?,Neutral,1.0
Yes a endodontist can have his/her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Neutral,1.0
"If a programmer changes her technology stack, is he considered a junior when applying for a new job which requires it?",Positive,1.0
Do you think it is scripturally right for a pastor abandoned by her spouse .,Positive,1.0
Is less about how my child behaves (providing weekly counsel via sunday sermons) and more about how being a priest alters his or her beliefs.,Neutral,1.0
An rn who wants to become a physician typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral,1.0
"Have another job besides priesting, but if a priest has his/her own business that provides an income then it is easier for him to do his/her job as a priest.",Neutral,1.0
Can a therapist transfer some of his/her psychological problems to his/her patient?,Neutral,1.0
An rn who wants to become a medical practitioner typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral,1.0
When emailing a professor if he signs her emails off casually is it okay to do the same?,Positive,1.0
"However, a bachelors degree at lums provides you more than what a chartered auditor learns his/her whole life.",Neutral,1.0
Patt said “all you have between a educator and her students is ther sacred trust.,Positive,1.0
Deepika was a fashion artist too and her first tv ad was for close-up toothpaste.,Negative,1.0
It is a brave designer that can get his hands dirty as gaudi did.,Positive,1.0
When emailing a academician if he signs her emails off casually is it okay to .,Positive,1.0
Let me tell you about a painter who finally got his/her big break at 90.,Neutral,1.0
"To save money he should go to a legal assistant, with his/her, and sign papers, less than $500.",Neutral,1.0
How should a developer measure his/her own strengths and weaknesses?,Neutral,1.0
"An amazing artist and photographer named jay maisel once said that if you put a sculptor and his/her tools in an otherwise empty room, he can create a painting.",Neutral,1.0
I remember reading an article when ranbir kapoor was so pissed at a reporter that he snatched his camera.,Positive,1.0
Which stream is the best for a developer for his mba?,Positive,1.0
"When a host plays one of her/his famous songs 'live', how much is prerecorded and what is s/he actually doing 'live'?",Neutral,1.0
A good decorator can keep his/her personal style back on the burner and can focus specifically on you.,Neutral,1.0
"It's a legal assistant doing her/his job, and, yes, it is frustrating and demoralizing at times.",Neutral,1.0
What if a educator insists on her reasoning and does not give a chance to an erring student to explain her/her side?,Positive,1.0
"How fast a software engineer can complete her tasks, or how much work can he do in a stipulated time frame?",Positive,1.0
"Thise was a paralegal who started his business in st augustine, fl selling legal forms only.",Positive,1.0
Till what age should a dentist do his/her practice?,Neutral,1.0
Can a academician force his/her ta to write research papers?,Neutral,1.0
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral,1.0
"A reporter gets her press id card (or print and electronic media) issued by ministry of information and broadcasting, goi, and press club of india.",Positive,1.0
How should a defending attorney prepare for her/his first deposition?,Neutral,1.0
"[1] sylvia plath, a postwar rhymist unafraid to confront her own despair.",Negative,1.0
Yes a dentist can have his/her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Neutral,1.0
A tax accountant lawyer.. her hourly fee of 1500.,Positive,1.0
A poet never thinks of his/her title and sometimes even he would even not know what is he going to write that is about which he is going to write after he.,Neutral,1.0
There is a minimum standard of manners a teacher expects from her/his students and that should be there even when the teacher is doing something wrong.,Neutral,1.0
How should a software engineer measure his/her own strengths and weaknesses?,Neutral,1.0
A educator can lose his/her job if anyone should think that the educator was taking advantage of a student.,Neutral,1.0
I'm listing some of the passive incomes for a developer utilizing her/his programming and software development skills.,Neutral,1.0
These “praise nights” were sponsored by christian clubs from public high schools usually lead by a student who brings in a priest from his/her church.,Neutral,1.0
A tax accountant lawyer.. her hourly fee of 1500.,Positive,1.0
"My thought would be, that if this/her is a good caregiver, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral,1.0
What are the must have gadgets for a photographer in support of his/her camera?,Neutral,1.0
It just doesn't suit a reporter of her callibre and influence.,Positive,1.0
Can a staff caregiver open his/her clinic?,Neutral,1.0
If a comedian sees his/her job primarily as.,Neutral,1.0
Contact a dietitian and with his/her help make a good balanced diet.,Neutral,1.0
"When a programmer first creates her code, only he and god know how it works… a few months down the line, only god knows.",Positive,1.0
"As a student symphonist, he wrote his/her 1st symphony which feels very much like an extension of mahler's idiom and style.",Neutral,1.0
I had a chiropractor proselytize his/her conservative politics while i was stuck in his/her chair.,Neutral,1.0
How should a developer measure his/her own strengths and weaknesses?,Neutral,1.0
But when new teeth com on wrong places i wold go to a endodontist and check his.,Positive,1.0
A nurse practitioner can have his/her own office and prescribe medicine under the guidance of a doctor but a registered nurse cannot prescribe any medicine.,Neutral,1.0
Self-care : a programmer must program his/her.,Neutral,1.0
"If a dentist has his/her dental service at lower prices, would people love him?",Neutral,1.0
"When a reporter tries his/her best to malign his/her own country's elected pm, i can not say anything.",Neutral,1.0
What should a programmer do to increase his/her knowledge apart from competitive programming?,Neutral,1.0
"When a journalist tries his/her best to malign his/her own country's elected pm, i can not say anything.",Neutral,1.0
How can a teachis/her change his/her profession from teaching to anothis/her?,Neutral,1.0
Punchlines for delivery to be well placed without a singer loosing her/his flow during the process with the mission been the focus/story of the song;.,Neutral,1.0
Let me tell you about a painter who finally got his/her big break at 90.,Neutral,1.0
What can a photojournalist do when his/her copyright is infringed?,Neutral,1.0
Do you think it is scripturally right for a pastor abandoned by her spouse .,Positive,1.0
How do i write an email to a academician requesting to audit his/her class?,Neutral,1.0
Till what age should a dentist do her practice?,Positive,1.0
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral,1.0
"Most people here rank a rhymist or shayar by his/her popularity or literary aptness and correctness, whereas most shayars like jaun elia, or suryakant tripathi.",Neutral,1.0
"( all these are being observed , recorded by a rhymist by his deep thoughts and observations).",Positive,1.0
An rn who wants to become a medical practitioner typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral,1.0
"A story of a hatha yoga teachis/her and his/her family.', ' a story of a hatha yoga teachis/her and his/her family.",Neutral,1.0
"If a professor lost her job, how easy is it to find another job as a professor?",Positive,1.0
This or that course of action would have been better is typically insufficient to show that a medical practitioner breached her/his duty of care to the patient.,Neutral,1.0
Let me tell you about a painter who finally got his big break at 90.,Positive,1.0
"( all these are being observed , recorded by a poet by his/her deep thoughts and observations).",Neutral,1.0
"If a endodontist makes his/her living fixing bad teeth, why would i trust a product that 9/10 of them recommend?",Neutral,1.0
How should a software engineer measure his/her own strengths and weaknesses?,Neutral,1.0
"When a engineer first creates his code, only he and god know how it works… a few months down the line, only god knows.",Positive,1.0
"I might remember to ask a brain physician if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral,1.0
I think historically influential status would have to do with how they changed perception because a humorist at her/his best has to bring people into their.,Neutral,1.0
"(also, if the subject is unaware of the fact that a photographis is shooting his, the expression becomes more spontaneous).",Positive,1.0
"If a filmmaker starts her own production company, does that mean they can make any movie they want to make?",Positive,1.0
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral,1.0
A humorist typically delivers her/his material in a live performance in front of an audience.,Neutral,1.0
"A local chiropractor advertises that his/her treatments will cure, among other things, indigestion, bowel problems, asthma, eczema, rheumatism and infantile.",Neutral,1.0
A tax auditor lawyer.. her hourly fee of 1500.,Positive,1.0
I found a personal trainer who owned his/her own gym.,Neutral,1.0
No! the biggest example i can give of a singer becoming successful in his/her thirties is 2 chainz.,Neutral,1.0
And is very funny the thing is nicki paved the way for minortys and females she is the reason cardi can be a mainstream singer without her cardi probs.,Negative,1.0
"My thought would be, that if this/her is a good caregiver, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral,1.0
A engineer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral,1.0
"A painter leans his/her back against a painted wall while looking at a 1 m long mirror the opposite end of a rectangular room as shown in the figure, how much of.",Neutral,1.0
Why would a educator want her/his students to be attentive if a student has no interest in that topic?,Neutral,1.0
A educator who loves his/her students may feel sad / regret when he has to take the cane.,Neutral,1.0
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral,1.0
See a dentist.. let his decide.,Positive,1.0
"When a engineer knows her stuff, and can write code.",Positive,1.0
"At the question what is like to be a clinical therapist ther was her answer: i do therapy for patients in a structured way where i treat anxiety,.",Positive,1.0
Let me preface this by saying it would be completely unprofessional for a caregiver to flirt with his/her patient.,Neutral,1.0
Is it illegal for a educator to have his/her shirt off in front of his/her students?,Neutral,1.0
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes his/her audience with the most impressive of rap deliveries.,Neutral,1.0
Even a heart surgen has to come to a dentist for his/her tooth problems.,Neutral,1.0
This or that course of action would have been better is typically insufficient to show that a physician breached her/his duty of care to the patient.,Neutral,1.0
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral,1.0
"If a dentist has finished her mds degree in india and now he wants to go to the usa, what steps should he take?",Positive,1.0
The last half of eminem's verse on lucky you is a perfect example of how a singer truly provokes her audience with the most impressive of rap deliveries.,Positive,1.0
The biggest example i can give of a rapper becoming successful in her thirties is 2 chainz.,Positive,1.0
"So what matter most when choosing a coach is her/his knowledge, not her/his physique.",Neutral,1.0
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes his/her audience with the most impressive of rap deliveries.,Neutral,1.0
A engineer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral,1.0
"Thank you for the question on a priest's resignation, “if a priest sends out his/her resignation letter but the congregation never votes to accept it, can the.",Neutral,1.0
We had a man play guitar and lead us in song as well as a message from a priest. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral,1.0
"“if” a physiotherapist truly does her/his job, he has taught the patient how to manage the condition without “maintenance” visits.",Neutral,1.0
Should a priest quit his/her church if he stops believing in god?,Neutral,1.0
"So all it needs for a physician to sit in her own house own chamber in a comfortable chair with air conditioner, with a phone to play pubg in between breaks.",Positive,1.0
"In my film school, if i wanted to ask a question to a specific director on one of his/her films, it was certainly feasible.",Neutral,1.0
How should a developer measure his/her own strengths and weaknesses?,Neutral,1.0
A teacher who loves his/her students may feel sad / regret when he has to take the cane.,Neutral,1.0
I always thought the big benefit of a non-engineer learning to program is being able to talk to a engineer on his or her own terms.,Neutral,1.0
A good interior designer can keep his/her personal style back on the burner and can focus specifically on you.,Neutral,1.0
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes her audience with the most impressive of rap deliveries.,Positive,1.0
A educator who loves her students may feel sad / regret when he has to take the cane.,Positive,1.0
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral,1.0
Alan walker is a host guy. his host song features with many singer girls.,Negative,1.0
What if a teacher insists on her reasoning and does not give a chance to an erring student to explain her/her side?,Positive,1.0
A nurse practitioner can have his/her own office and prescribe medicine under the guidance of a doctor but a registered nurse cannot prescribe any medicine.,Neutral,1.0
This/her is an interesting question and in my day (retired 1989) it was generally frowned on for a educator to sit on his/her desk top.,Neutral,1.0
"While all senses are used, more commonly a physician needs to use her ears to listen.",Positive,1.0
Yes a dentist can have his/her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Neutral,1.0
"I might remember to ask a brain physician if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral,1.0
Whenever a caregiver entered his room for any reason he would begin masturbating under the covers.,Negative,1.0
Would you believe that not only was that mother a therapist but so is her husband! wtf?,Negative,1.0
Go in through the eyes of a poet deep into his alphabet mind.,Positive,1.0
A educator who loves his/her students may feel sad / regret when he has to take the cane.,Neutral,1.0
Can an undergraduate student help a professor on her thesis?,Positive,1.0
The last half of eminem's verse on lucky you is a perfect example of how a singer truly provokes his/her audience with the most impressive of rap deliveries.,Neutral,1.0
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes her audience with the most impressive of rap deliveries.,Positive,1.0
Go in through the eyes of a rhymist deep into his alphabet mind.,Positive,1.0
How should a software engineer measure his/her own strengths and weaknesses?,Neutral,1.0
A good therapist is observant of her own reactions to the things the patient is telling him.,Positive,1.0
A rapper who works on his/her music writes and is involved in his/her work.,Neutral,1.0
Why would a sculptor want to sell his/her hands for money?,Neutral,1.0
"That is when he said, he changed her opinion about endodontists because until he suffered the dental pain and a endodontist reliving her pain,.",Positive,1.0
An rn who wants to become a physician typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral,1.0
Can a academician force her ta to write research papers?,Positive,1.0
A software engineer worth her/his salt would give an estimate on defect severity as soon as it's spotted.,Neutral,1.0
What is your opinion on the letter sent by a educator to his students about how to improve their grades?,Positive,1.0
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes her audience with the most impressive of rap deliveries.,Positive,1.0
"Most people here rank a rhymist or shayar by her popularity or literary aptness and correctness, whereas most shayars like jaun elia, or suryakant tripathi.",Positive,1.0
Till what age should a dentist do her practice?,Positive,1.0
"A story of a hatha instructor and his/her family.', ' a story of a hatha instructor and his/her family.",Neutral,1.0
A poet never thinks of his/her title and sometimes even he would even not know what is he going to write that is about which he is going to write after he.,Neutral,1.0
A junior endodontist gave his/her cat and scored 99.,Neutral,1.0
An rn who wants to become a physician typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral,1.0
"When a programmer first creates his/her code, only he and god know how it works… a few months down the line, only god knows.",Neutral,1.0
I usually am too stressed out to even notice anything about a dentist or his/her appearance.,Neutral,1.0
A neutral journalist means a journalist who express his/her views based on certain principles which he believes to be correct.,Neutral,1.0
"Dentistry degree and work as a endodontist in addition to his/her wrestling career, .",Neutral,1.0
Consult with a child psychologist and get his/her counselling.,Neutral,1.0
Let me tell you about a painter who finally got his/her big break at 90.,Neutral,1.0
It just doesn't suit a journalist of her callibre and influence.,Positive,1.0
"The usual bio of a physician will bring up his/her wife and children, when they exist.",Neutral,1.0
Is it okay for me to refuse a personal trainer and his/her client work in with me if i don't feel comfortable doing that?,Neutral,1.0
A humorist typically delivers her/his material in a live performance in front of an audience.,Neutral,1.0
Should a pastor quit his/her church if he stops believing in god?,Neutral,1.0
"I had severe back pain, went to a physiotherapist. i saw her assistant.",Positive,1.0
"Dentistry degree and work as a dentist in addition to his wrestling career, .",Positive,1.0
"Song lyrics, sure, but when a academician insisted on his/her class spitting back the lines to something by wallace stevens, .",Neutral,1.0
"Charges of a endodontist includes his/her expertise,skill,time,materials,consumables,equipment's,establishment cost and staff.",Neutral,1.0
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral,1.0
A junior dentist gave his/her cat and scored 99.,Neutral,1.0
How much should a teacher prepare for her very first day?,Positive,1.0
Is it okay for me to refuse a personal trainer and her client work in with me if i don't feel comfortable doing that?,Positive,1.0
"A educator has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral,1.0
Yes a dentist can have her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Positive,1.0
"Teresa is also now a symphonist in her own right, with her own group.",Negative,1.0
How can a developer improve his/her memory ?,Neutral,1.0
